sample_id	age_group	cell_type_subset	expression	group	marker
mo02_CD45neg2_d0	02mo	3:capsFB	5.38197	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.4576344	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.6482263	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.1041174	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.3356004	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	5.000636	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.233204	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.379495	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.347302	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.2536516	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.977972	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.6480947	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.7656784	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.899773	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.515881	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.366631	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	2.4864113	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.7629614	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	5.465491	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.3781319	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.4308758	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.4586725	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.3993142	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	5.0454087	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.1287065	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.740318	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.5018544	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.137835	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.794849	capsFB	Pi16
mo18_CD45neg1_d0	18mo	3:capsFB	4.727264	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	3.6749518	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.8117876	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.455831	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.939126	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.1419544	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	5.080937	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.7101955	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.96823	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.772195	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.072187	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.309744	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	3.8705244	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	3.039859	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	5.0437703	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.598181	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.5262947	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.655296	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.7858057	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	5.215255	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.354879	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	5.0701118	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	2.9772394	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.5982158	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.744989	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	5.1835947	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	3.4638777	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.521618	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.1808314	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.700239	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	5.021062	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.8558426	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	2.643486	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.4601827	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.440973	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.7319598	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.1882706	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.257507	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.766641	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.20684	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.062502	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.80429	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.5029793	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.392607	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.3633456	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.1038737	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.1170883	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.44994	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.990074	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.769758	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.991686	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.8683581	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	5.09564	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.209989	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.7994974	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	5.151709	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	3.678793	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.07308	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.6625032	capsFB	Pi16
mo18_CD45neg1_d0	18mo	3:capsFB	4.71784	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.0397859	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.316263	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.896042	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.6382236	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.6899986	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.2560477	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	5.141456	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	3.5095265	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.825351	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.1377928	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.4019523	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.924554	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.937936	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.7256956	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	2.8636298	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.805924	capsFB	Pi16
mo18_CD45neg1_d0	18mo	3:capsFB	4.506826	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.3864026	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.841496	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.4775305	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.6670644	capsFB	Pi16
mo18_CD45neg1_d0	18mo	3:capsFB	3.8584483	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.738485	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.5795827	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	5.0148463	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.118689	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.3118212	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.1950865	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	1.8638633	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.538073	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.6958385	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.0643272	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.693411	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	1.4121145	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	0.0	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.635514	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	3.8850522	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	3.6439853	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.603762	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.144908	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.5358076	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.5930152	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.3625402	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.662134	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.051181	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.7518635	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.399003	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	5.0891814	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	3.7747064	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.6095514	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.7031097	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.7792397	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	3.7451594	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	5.244871	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.189117	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.810277	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.7129054	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.8185067	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.4715016	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	3.464004	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	3.212943	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.3458264	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.353714	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.501665	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.6962423	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.5280604	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	3.5415258	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	5.5093765	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	3.8160956	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	1.8329176	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.3242893	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.5538616	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.9501793	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.4335034	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.7742352	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.358574	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.2806034	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.9727526	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.5999627	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	3.948781	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	2.772823	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	5.23972	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	5.1237235	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	5.2855	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	5.1828346	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.3802958	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.6971116	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.005838	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	3.763234	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.875723	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.3760557	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	3.0598898	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	2.829778	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	3.139136	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.0709167	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.6475182	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.59722	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	3.653646	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	3.4180589	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.206733	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.9085796	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	1.668608	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.588375	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.1343346	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.956653	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.168932	capsFB	Pi16
mo18_CD45neg1_d0	18mo	3:capsFB	4.910969	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.628738	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.898878	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.2999744	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.2163544	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.1083655	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	2.6588748	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.5815396	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	5.097231	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	3.4734015	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.952989	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.9450908	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.08133	capsFB	Pi16
mo18_CD45neg1_d0	18mo	3:capsFB	4.121664	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	5.601147	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.1776867	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.286306	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.4007142	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.3889117	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.791652	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.601249	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	3.731297	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.489911	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.9477673	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.635125	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.174817	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.05751	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.851696	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	3.2501183	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.689769	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.6852047	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	5.1684976	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	1.329749	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.303136	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	1.3981097	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.0006475	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	1.493319	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.952368	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	5.133883	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.3352566	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.3184752	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	5.4722967	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.003556	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.978043	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.6620846	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.405695	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	2.5397995	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.3938417	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.9640236	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.7174783	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.290746	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.742632	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.7878885	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	5.1913805	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.2673125	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.8816862	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	3.9861636	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.531382	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.1363873	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.6844745	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.2901344	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.9392068	capsFB	Pi16
mo18_CD45neg1_d0	18mo	3:capsFB	3.761807	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.983941	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	5.4924226	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.2031617	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.99149	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.2050414	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.6585994	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.8331866	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.08488	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	5.2640176	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.539822	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	5.286426	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	3.5023232	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.94734	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.7070885	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.6830993	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.2541785	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.6108067	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.091769	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.596243	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.0207205	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.2492623	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.7354097	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.197936	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.891583	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.555787	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	2.3796127	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.2849236	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.6005638	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.6016645	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	0.0	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.202543	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.8604226	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	5.4761972	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.4874563	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.957684	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.8007617	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.2585654	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.793809	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.0504413	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	2.686691	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	5.0203595	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.7828665	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	5.540277	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	3.1904418	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.7462318	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.8941536	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.0269027	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.3590293	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.487147	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.8117876	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.504698	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.3480566	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.051524	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.4370255	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.72989	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	3.2322376	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.7453144	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.3360167	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.5777833	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.4168625	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.745421	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.9278703	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.0516143	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	5.4187484	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	3.8172812	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	3.954022	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.2497034	capsFB	Pi16
mo18_CD45neg1_d0	18mo	3:capsFB	4.630493	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.8274193	capsFB	Pi16
mo18_CD45neg1_d0	18mo	3:capsFB	3.845086	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.5614612	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.4172893	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.588775	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.452788	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.834733	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.38935	capsFB	Pi16
mo18_CD45neg1_d0	18mo	3:capsFB	3.8144338	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.1059685	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	5.094038	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.1275918	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.687862	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	2.5522137	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.2441053	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.518181	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.0183043	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.8758698	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.7873755	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.4223406	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.3311586	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	3.8837562	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.863374	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	1.8883605	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	3.626126	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.758384	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.0856323	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.077046	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.7326736	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.7995265	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	3.158743	capsFB	Pi16
