age_group	broad_compartment	fine_cell_type	target_compartments	gene	n_cells	n_detected_cells	detection_fraction	n_donor_sample_units
pediatric_1_17y	Hema	DN_Q2	other	LOX	5875	2	0.00034042553191489364	8
pediatric_1_17y	Hema	DN_Q2	other	LOXL1	5875	20	0.003404255319148936	8
pediatric_1_17y	Hema	DN_Q2	other	LOXL2	5875	12	0.0020425531914893616	8
pediatric_1_17y	Hema	DN_Q2	other	LOXL3	5875	12	0.0020425531914893616	8
pediatric_1_17y	Hema	DN_Q2	other	LOXL4	5875	0	0.0	8
pediatric_1_17y	Hema	DP_P	other	LOX	5189	0	0.0	5
pediatric_1_17y	Hema	DP_P	other	LOXL1	5189	34	0.006552322220080941	5
pediatric_1_17y	Hema	DP_P	other	LOXL2	5189	10	0.001927153594141453	5
pediatric_1_17y	Hema	DP_P	other	LOXL3	5189	15	0.0028907303912121796	5
pediatric_1_17y	Hema	DP_P	other	LOXL4	5189	0	0.0	5
pediatric_1_17y	Hema	DP_Q	other	LOX	17489	1	5.7178798101663906e-05	5
pediatric_1_17y	Hema	DP_Q	other	LOXL1	17489	369	0.02109897649951398	5
pediatric_1_17y	Hema	DP_Q	other	LOXL2	17489	9	0.0005146091829149751	5
pediatric_1_17y	Hema	DP_Q	other	LOXL3	17489	10	0.000571787981016639	5
pediatric_1_17y	Hema	DP_Q	other	LOXL4	17489	0	0.0	5
pediatric_1_17y	Hema	ETP	other	LOX	1	0	0.0	1
pediatric_1_17y	Hema	ETP	other	LOXL1	1	0	0.0	1
pediatric_1_17y	Hema	ETP	other	LOXL2	1	0	0.0	1
pediatric_1_17y	Hema	ETP	other	LOXL3	1	0	0.0	1
pediatric_1_17y	Hema	ETP	other	LOXL4	1	0	0.0	1
pediatric_1_17y	Hema	GNG4+CD8ααT	other	LOX	63	0	0.0	5
pediatric_1_17y	Hema	GNG4+CD8ααT	other	LOXL1	63	1	0.015873015873015872	5
pediatric_1_17y	Hema	GNG4+CD8ααT	other	LOXL2	63	0	0.0	5
pediatric_1_17y	Hema	GNG4+CD8ααT	other	LOXL3	63	0	0.0	5
pediatric_1_17y	Hema	GNG4+CD8ααT	other	LOXL4	63	0	0.0	5
pediatric_1_17y	Hema	HSP_DP	other	LOX	627	0	0.0	5
pediatric_1_17y	Hema	HSP_DP	other	LOXL1	627	9	0.014354066985645933	5
pediatric_1_17y	Hema	HSP_DP	other	LOXL2	627	1	0.001594896331738437	5
pediatric_1_17y	Hema	HSP_DP	other	LOXL3	627	1	0.001594896331738437	5
pediatric_1_17y	Hema	HSP_DP	other	LOXL4	627	0	0.0	5
pediatric_1_17y	Hema	IFN_CD8ααT	other	LOX	15	0	0.0	5
pediatric_1_17y	Hema	IFN_CD8ααT	other	LOXL1	15	0	0.0	5
pediatric_1_17y	Hema	IFN_CD8ααT	other	LOXL2	15	0	0.0	5
pediatric_1_17y	Hema	IFN_CD8ααT	other	LOXL3	15	0	0.0	5
pediatric_1_17y	Hema	IFN_CD8ααT	other	LOXL4	15	0	0.0	5
pediatric_1_17y	Hema	IFN_response	other	LOX	211	0	0.0	5
pediatric_1_17y	Hema	IFN_response	other	LOXL1	211	3	0.014218009478672985	5
pediatric_1_17y	Hema	IFN_response	other	LOXL2	211	0	0.0	5
pediatric_1_17y	Hema	IFN_response	other	LOXL3	211	0	0.0	5
pediatric_1_17y	Hema	IFN_response	other	LOXL4	211	0	0.0	5
pediatric_1_17y	Hema	ISP-like	other	LOX	90	0	0.0	5
pediatric_1_17y	Hema	ISP-like	other	LOXL1	90	1	0.011111111111111112	5
pediatric_1_17y	Hema	ISP-like	other	LOXL2	90	1	0.011111111111111112	5
pediatric_1_17y	Hema	ISP-like	other	LOXL3	90	0	0.0	5
pediatric_1_17y	Hema	ISP-like	other	LOXL4	90	0	0.0	5
pediatric_1_17y	Hema	ImmatureNK	other	LOX	7	0	0.0	2
pediatric_1_17y	Hema	ImmatureNK	other	LOXL1	7	0	0.0	2
pediatric_1_17y	Hema	ImmatureNK	other	LOXL2	7	0	0.0	2
pediatric_1_17y	Hema	ImmatureNK	other	LOXL3	7	1	0.14285714285714285	2
pediatric_1_17y	Hema	ImmatureNK	other	LOXL4	7	0	0.0	2
pediatric_1_17y	Hema	Lti	other	LOX	9	0	0.0	3
pediatric_1_17y	Hema	Lti	other	LOXL1	9	0	0.0	3
pediatric_1_17y	Hema	Lti	other	LOXL2	9	0	0.0	3
pediatric_1_17y	Hema	Lti	other	LOXL3	9	0	0.0	3
pediatric_1_17y	Hema	Lti	other	LOXL4	9	0	0.0	3
pediatric_1_17y	Hema	Macrophage	other	LOX	13	0	0.0	4
pediatric_1_17y	Hema	Macrophage	other	LOXL1	13	0	0.0	4
pediatric_1_17y	Hema	Macrophage	other	LOXL2	13	0	0.0	4
pediatric_1_17y	Hema	Macrophage	other	LOXL3	13	1	0.07692307692307693	4
pediatric_1_17y	Hema	Macrophage	other	LOXL4	13	0	0.0	4
pediatric_1_17y	Hema	Mast	other	LOX	4	0	0.0	2
pediatric_1_17y	Hema	Mast	other	LOXL1	4	0	0.0	2
pediatric_1_17y	Hema	Mast	other	LOXL2	4	0	0.0	2
pediatric_1_17y	Hema	Mast	other	LOXL3	4	0	0.0	2
pediatric_1_17y	Hema	Mast	other	LOXL4	4	0	0.0	2
pediatric_1_17y	Hema	MatureNK	other	LOX	6	0	0.0	2
pediatric_1_17y	Hema	MatureNK	other	LOXL1	6	0	0.0	2
pediatric_1_17y	Hema	MatureNK	other	LOXL2	6	0	0.0	2
pediatric_1_17y	Hema	MatureNK	other	LOXL3	6	0	0.0	2
pediatric_1_17y	Hema	MatureNK	other	LOXL4	6	0	0.0	2
pediatric_1_17y	Hema	MemoryB	other	LOX	182	0	0.0	5
pediatric_1_17y	Hema	MemoryB	other	LOXL1	182	0	0.0	5
pediatric_1_17y	Hema	MemoryB	other	LOXL2	182	1	0.005494505494505495	5
pediatric_1_17y	Hema	MemoryB	other	LOXL3	182	2	0.01098901098901099	5
pediatric_1_17y	Hema	MemoryB	other	LOXL4	182	0	0.0	5
pediatric_1_17y	Hema	MemoryNK	other	LOX	44	0	0.0	5
pediatric_1_17y	Hema	MemoryNK	other	LOXL1	44	0	0.0	5
pediatric_1_17y	Hema	MemoryNK	other	LOXL2	44	0	0.0	5
pediatric_1_17y	Hema	MemoryNK	other	LOXL3	44	0	0.0	5
pediatric_1_17y	Hema	MemoryNK	other	LOXL4	44	0	0.0	5
pediatric_1_17y	Hema	Monocyte	other	LOX	12	0	0.0	4
pediatric_1_17y	Hema	Monocyte	other	LOXL1	12	0	0.0	4
pediatric_1_17y	Hema	Monocyte	other	LOXL2	12	0	0.0	4
pediatric_1_17y	Hema	Monocyte	other	LOXL3	12	1	0.08333333333333333	4
pediatric_1_17y	Hema	Monocyte	other	LOXL4	12	0	0.0	4
pediatric_1_17y	Hema	NKT_like_CD8ααT	other	LOX	13	0	0.0	3
pediatric_1_17y	Hema	NKT_like_CD8ααT	other	LOXL1	13	0	0.0	3
pediatric_1_17y	Hema	NKT_like_CD8ααT	other	LOXL2	13	0	0.0	3
pediatric_1_17y	Hema	NKT_like_CD8ααT	other	LOXL3	13	0	0.0	3
pediatric_1_17y	Hema	NKT_like_CD8ααT	other	LOXL4	13	0	0.0	3
pediatric_1_17y	Hema	NaiveB	other	LOX	44	0	0.0	5
pediatric_1_17y	Hema	NaiveB	other	LOXL1	44	0	0.0	5
pediatric_1_17y	Hema	NaiveB	other	LOXL2	44	0	0.0	5
pediatric_1_17y	Hema	NaiveB	other	LOXL3	44	0	0.0	5
pediatric_1_17y	Hema	NaiveB	other	LOXL4	44	0	0.0	5
pediatric_1_17y	Hema	Neutrophil	other	LOX	34	0	0.0	4
pediatric_1_17y	Hema	Neutrophil	other	LOXL1	34	0	0.0	4
pediatric_1_17y	Hema	Neutrophil	other	LOXL2	34	0	0.0	4
pediatric_1_17y	Hema	Neutrophil	other	LOXL3	34	1	0.029411764705882353	4
pediatric_1_17y	Hema	Neutrophil	other	LOXL4	34	0	0.0	4
pediatric_1_17y	Hema	Plasma	other	LOX	51	0	0.0	5
pediatric_1_17y	Hema	Plasma	other	LOXL1	51	0	0.0	5
pediatric_1_17y	Hema	Plasma	other	LOXL2	51	0	0.0	5
pediatric_1_17y	Hema	Plasma	other	LOXL3	51	0	0.0	5
pediatric_1_17y	Hema	Plasma	other	LOXL4	51	0	0.0	5
pediatric_1_17y	Hema	TP1	other	LOX	110	8	0.07272727272727272	6
pediatric_1_17y	Hema	TP1	other	LOXL1	110	1	0.00909090909090909	6
pediatric_1_17y	Hema	TP1	other	LOXL2	110	1	0.00909090909090909	6
pediatric_1_17y	Hema	TP1	other	LOXL3	110	20	0.18181818181818182	6
pediatric_1_17y	Hema	TP1	other	LOXL4	110	1	0.00909090909090909	6
pediatric_1_17y	Hema	TP2	other	LOX	2095	35	0.016706443914081145	8
pediatric_1_17y	Hema	TP2	other	LOXL1	2095	6	0.002863961813842482	8
pediatric_1_17y	Hema	TP2	other	LOXL2	2095	7	0.003341288782816229	8
pediatric_1_17y	Hema	TP2	other	LOXL3	2095	131	0.06252983293556086	8
pediatric_1_17y	Hema	TP2	other	LOXL4	2095	2	0.0009546539379474941	8
pediatric_1_17y	Hema	Treg	other	LOX	91	0	0.0	5
pediatric_1_17y	Hema	Treg	other	LOXL1	91	3	0.03296703296703297	5
pediatric_1_17y	Hema	Treg	other	LOXL2	91	0	0.0	5
pediatric_1_17y	Hema	Treg	other	LOXL3	91	0	0.0	5
pediatric_1_17y	Hema	Treg	other	LOXL4	91	0	0.0	5
pediatric_1_17y	Hema	ZNF683+CD8ααT	other	LOX	44	0	0.0	5
pediatric_1_17y	Hema	ZNF683+CD8ααT	other	LOXL1	44	0	0.0	5
pediatric_1_17y	Hema	ZNF683+CD8ααT	other	LOXL2	44	0	0.0	5
pediatric_1_17y	Hema	ZNF683+CD8ααT	other	LOXL3	44	0	0.0	5
pediatric_1_17y	Hema	ZNF683+CD8ααT	other	LOXL4	44	0	0.0	5
pediatric_1_17y	Hema	aDC	other	LOX	66	0	0.0	5
pediatric_1_17y	Hema	aDC	other	LOXL1	66	0	0.0	5
pediatric_1_17y	Hema	aDC	other	LOXL2	66	0	0.0	5
pediatric_1_17y	Hema	aDC	other	LOXL3	66	1	0.015151515151515152	5
pediatric_1_17y	Hema	aDC	other	LOXL4	66	0	0.0	5
pediatric_1_17y	Hema	memory-like CD4 T	other	LOX	59	0	0.0	5
pediatric_1_17y	Hema	memory-like CD4 T	other	LOXL1	59	0	0.0	5
pediatric_1_17y	Hema	memory-like CD4 T	other	LOXL2	59	1	0.01694915254237288	5
pediatric_1_17y	Hema	memory-like CD4 T	other	LOXL3	59	0	0.0	5
pediatric_1_17y	Hema	memory-like CD4 T	other	LOXL4	59	0	0.0	5
pediatric_1_17y	Hema	memory-like CD8 T	other	LOX	143	0	0.0	5
pediatric_1_17y	Hema	memory-like CD8 T	other	LOXL1	143	0	0.0	5
pediatric_1_17y	Hema	memory-like CD8 T	other	LOXL2	143	1	0.006993006993006993	5
pediatric_1_17y	Hema	memory-like CD8 T	other	LOXL3	143	0	0.0	5
pediatric_1_17y	Hema	memory-like CD8 T	other	LOXL4	143	0	0.0	5
pediatric_1_17y	Hema	pDC	other	LOX	26	0	0.0	5
pediatric_1_17y	Hema	pDC	other	LOXL1	26	0	0.0	5
pediatric_1_17y	Hema	pDC	other	LOXL2	26	0	0.0	5
pediatric_1_17y	Hema	pDC	other	LOXL3	26	0	0.0	5
pediatric_1_17y	Hema	pDC	other	LOXL4	26	0	0.0	5
pediatric_1_17y	Hema	pre-CD4 T	other	LOX	733	0	0.0	5
pediatric_1_17y	Hema	pre-CD4 T	other	LOXL1	733	3	0.004092769440654843	5
pediatric_1_17y	Hema	pre-CD4 T	other	LOXL2	733	3	0.004092769440654843	5
pediatric_1_17y	Hema	pre-CD4 T	other	LOXL3	733	0	0.0	5
pediatric_1_17y	Hema	pre-CD4 T	other	LOXL4	733	0	0.0	5
pediatric_1_17y	Hema	pre-CD8 T	other	LOX	296	0	0.0	5
pediatric_1_17y	Hema	pre-CD8 T	other	LOXL1	296	1	0.0033783783783783786	5
pediatric_1_17y	Hema	pre-CD8 T	other	LOXL2	296	1	0.0033783783783783786	5
pediatric_1_17y	Hema	pre-CD8 T	other	LOXL3	296	0	0.0	5
pediatric_1_17y	Hema	pre-CD8 T	other	LOXL4	296	0	0.0	5
pediatric_1_17y	Hema	pre_Treg1	other	LOX	119	0	0.0	5
pediatric_1_17y	Hema	pre_Treg1	other	LOXL1	119	0	0.0	5
pediatric_1_17y	Hema	pre_Treg1	other	LOXL2	119	0	0.0	5
pediatric_1_17y	Hema	pre_Treg1	other	LOXL3	119	0	0.0	5
pediatric_1_17y	Hema	pre_Treg1	other	LOXL4	119	0	0.0	5
pediatric_1_17y	Hema	pre_Treg2	other	LOX	34	0	0.0	5
pediatric_1_17y	Hema	pre_Treg2	other	LOXL1	34	0	0.0	5
pediatric_1_17y	Hema	pre_Treg2	other	LOXL2	34	0	0.0	5
pediatric_1_17y	Hema	pre_Treg2	other	LOXL3	34	0	0.0	5
pediatric_1_17y	Hema	pre_Treg2	other	LOXL4	34	0	0.0	5
pediatric_1_17y	Hema	αβ_Entry	other	LOX	1835	0	0.0	5
pediatric_1_17y	Hema	αβ_Entry	other	LOXL1	1835	9	0.004904632152588556	5
pediatric_1_17y	Hema	αβ_Entry	other	LOXL2	1835	4	0.0021798365122615805	5
pediatric_1_17y	Hema	αβ_Entry	other	LOXL3	1835	5	0.0027247956403269754	5
pediatric_1_17y	Hema	αβ_Entry	other	LOXL4	1835	0	0.0	5
pediatric_1_17y	Hema	γδT_1	other	LOX	56	0	0.0	5
pediatric_1_17y	Hema	γδT_1	other	LOXL1	56	0	0.0	5
pediatric_1_17y	Hema	γδT_1	other	LOXL2	56	0	0.0	5
pediatric_1_17y	Hema	γδT_1	other	LOXL3	56	0	0.0	5
pediatric_1_17y	Hema	γδT_1	other	LOXL4	56	0	0.0	5
pediatric_1_17y	Hema	γδT_2	other	LOX	52	0	0.0	5
pediatric_1_17y	Hema	γδT_2	other	LOXL1	52	1	0.019230769230769232	5
pediatric_1_17y	Hema	γδT_2	other	LOXL2	52	1	0.019230769230769232	5
pediatric_1_17y	Hema	γδT_2	other	LOXL3	52	0	0.0	5
pediatric_1_17y	Hema	γδT_2	other	LOXL4	52	0	0.0	5
pediatric_1_17y	Hema	γδT_3	other	LOX	71	0	0.0	5
pediatric_1_17y	Hema	γδT_3	other	LOXL1	71	0	0.0	5
pediatric_1_17y	Hema	γδT_3	other	LOXL2	71	1	0.014084507042253521	5
pediatric_1_17y	Hema	γδT_3	other	LOXL3	71	0	0.0	5
pediatric_1_17y	Hema	γδT_3	other	LOXL4	71	0	0.0	5
pediatric_1_17y	Hema	γδT_P	other	LOX	311	1	0.003215434083601286	8
pediatric_1_17y	Hema	γδT_P	other	LOXL1	311	3	0.00964630225080386	8
pediatric_1_17y	Hema	γδT_P	other	LOXL2	311	2	0.006430868167202572	8
pediatric_1_17y	Hema	γδT_P	other	LOXL3	311	7	0.022508038585209004	8
pediatric_1_17y	Hema	γδT_P	other	LOXL4	311	0	0.0	8
pediatric_1_17y	MK	MK	other	LOX	1875	25	0.013333333333333334	6
pediatric_1_17y	MK	MK	other	LOXL1	1875	1	0.0005333333333333334	6
pediatric_1_17y	MK	MK	other	LOXL2	1875	0	0.0	6
pediatric_1_17y	MK	MK	other	LOXL3	1875	36	0.0192	6
pediatric_1_17y	MK	MK	other	LOXL4	1875	0	0.0	6
pediatric_1_17y	Memory_B	Memory_B	other	LOX	2926	0	0.0	6
pediatric_1_17y	Memory_B	Memory_B	other	LOXL1	2926	0	0.0	6
pediatric_1_17y	Memory_B	Memory_B	other	LOXL2	2926	5	0.0017088174982911825	6
pediatric_1_17y	Memory_B	Memory_B	other	LOXL3	2926	5	0.0017088174982911825	6
pediatric_1_17y	Memory_B	Memory_B	other	LOXL4	2926	0	0.0	6
pediatric_1_17y	Mes	Fb_1	mesenchymal_or_fibroblast_like	LOX	38	7	0.18421052631578946	5
pediatric_1_17y	Mes	Fb_1	mesenchymal_or_fibroblast_like	LOXL1	38	9	0.23684210526315788	5
pediatric_1_17y	Mes	Fb_1	mesenchymal_or_fibroblast_like	LOXL2	38	10	0.2631578947368421	5
pediatric_1_17y	Mes	Fb_1	mesenchymal_or_fibroblast_like	LOXL3	38	8	0.21052631578947367	5
pediatric_1_17y	Mes	Fb_1	mesenchymal_or_fibroblast_like	LOXL4	38	1	0.02631578947368421	5
pediatric_1_17y	Mes	Fb_2	mesenchymal_or_fibroblast_like	LOX	31	16	0.5161290322580645	5
pediatric_1_17y	Mes	Fb_2	mesenchymal_or_fibroblast_like	LOXL1	31	12	0.3870967741935484	5
pediatric_1_17y	Mes	Fb_2	mesenchymal_or_fibroblast_like	LOXL2	31	6	0.1935483870967742	5
pediatric_1_17y	Mes	Fb_2	mesenchymal_or_fibroblast_like	LOXL3	31	3	0.0967741935483871	5
pediatric_1_17y	Mes	Fb_2	mesenchymal_or_fibroblast_like	LOXL4	31	2	0.06451612903225806	5
pediatric_1_17y	Mes	VSMCs	mesenchymal_or_fibroblast_like	LOX	6	0	0.0	2
pediatric_1_17y	Mes	VSMCs	mesenchymal_or_fibroblast_like	LOXL1	6	0	0.0	2
pediatric_1_17y	Mes	VSMCs	mesenchymal_or_fibroblast_like	LOXL2	6	0	0.0	2
pediatric_1_17y	Mes	VSMCs	mesenchymal_or_fibroblast_like	LOXL3	6	1	0.16666666666666666	2
pediatric_1_17y	Mes	VSMCs	mesenchymal_or_fibroblast_like	LOXL4	6	0	0.0	2
pediatric_1_17y	Mono1	Mono1	other	LOX	5108	0	0.0	6
pediatric_1_17y	Mono1	Mono1	other	LOXL1	5108	1	0.00019577133907595928	6
pediatric_1_17y	Mono1	Mono1	other	LOXL2	5108	3	0.0005873140172278779	6
pediatric_1_17y	Mono1	Mono1	other	LOXL3	5108	238	0.04659357870007831	6
pediatric_1_17y	Mono1	Mono1	other	LOXL4	5108	0	0.0	6
pediatric_1_17y	Mono2	Mono2	other	LOX	1416	0	0.0	6
pediatric_1_17y	Mono2	Mono2	other	LOXL1	1416	0	0.0	6
pediatric_1_17y	Mono2	Mono2	other	LOXL2	1416	4	0.002824858757062147	6
pediatric_1_17y	Mono2	Mono2	other	LOXL3	1416	200	0.14124293785310735	6
pediatric_1_17y	Mono2	Mono2	other	LOXL4	1416	0	0.0	6
pediatric_1_17y	Mono3	Mono3	other	LOX	68	0	0.0	4
pediatric_1_17y	Mono3	Mono3	other	LOXL1	68	0	0.0	4
pediatric_1_17y	Mono3	Mono3	other	LOXL2	68	0	0.0	4
pediatric_1_17y	Mono3	Mono3	other	LOXL3	68	0	0.0	4
pediatric_1_17y	Mono3	Mono3	other	LOXL4	68	0	0.0	4
pediatric_1_17y	NK	CD56_Bright_NK	other	LOX	382	0	0.0	6
pediatric_1_17y	NK	CD56_Bright_NK	other	LOXL1	382	1	0.002617801047120419	6
pediatric_1_17y	NK	CD56_Bright_NK	other	LOXL2	382	0	0.0	6
pediatric_1_17y	NK	CD56_Bright_NK	other	LOXL3	382	1	0.002617801047120419	6
pediatric_1_17y	NK	CD56_Bright_NK	other	LOXL4	382	1	0.002617801047120419	6
pediatric_1_17y	NK	CD56_Dim_NK	other	LOX	2170	0	0.0	6
pediatric_1_17y	NK	CD56_Dim_NK	other	LOXL1	2170	0	0.0	6
pediatric_1_17y	NK	CD56_Dim_NK	other	LOXL2	2170	6	0.0027649769585253456	6
pediatric_1_17y	NK	CD56_Dim_NK	other	LOXL3	2170	1	0.0004608294930875576	6
pediatric_1_17y	NK	CD56_Dim_NK	other	LOXL4	2170	0	0.0	6
pediatric_1_17y	NK	LAG3+NK	other	LOX	3621	1	0.00027616680475006904	6
pediatric_1_17y	NK	LAG3+NK	other	LOXL1	3621	4	0.0011046672190002762	6
pediatric_1_17y	NK	LAG3+NK	other	LOXL2	3621	6	0.0016570008285004142	6
pediatric_1_17y	NK	LAG3+NK	other	LOXL3	3621	9	0.0024855012427506215	6
pediatric_1_17y	NK	LAG3+NK	other	LOXL4	3621	0	0.0	6
pediatric_1_17y	Naive_B	Naive_B	other	LOX	7682	0	0.0	6
pediatric_1_17y	Naive_B	Naive_B	other	LOXL1	7682	2	0.0002603488674824265	6
pediatric_1_17y	Naive_B	Naive_B	other	LOXL2	7682	10	0.0013017443374121322	6
pediatric_1_17y	Naive_B	Naive_B	other	LOXL3	7682	10	0.0013017443374121322	6
pediatric_1_17y	Naive_B	Naive_B	other	LOXL4	7682	0	0.0	6
pediatric_1_17y	Plasma	Plasma	other	LOX	848	1	0.0011792452830188679	6
pediatric_1_17y	Plasma	Plasma	other	LOXL1	848	2	0.0023584905660377358	6
pediatric_1_17y	Plasma	Plasma	other	LOXL2	848	76	0.08962264150943396	6
pediatric_1_17y	Plasma	Plasma	other	LOXL3	848	14	0.01650943396226415	6
pediatric_1_17y	Plasma	Plasma	other	LOXL4	848	0	0.0	6
pediatric_1_17y	Tcell	CD4+CTL	other	LOX	1532	0	0.0	6
pediatric_1_17y	Tcell	CD4+CTL	other	LOXL1	1532	4	0.0026109660574412533	6
pediatric_1_17y	Tcell	CD4+CTL	other	LOXL2	1532	4	0.0026109660574412533	6
pediatric_1_17y	Tcell	CD4+CTL	other	LOXL3	1532	1	0.0006527415143603133	6
pediatric_1_17y	Tcell	CD4+CTL	other	LOXL4	1532	0	0.0	6
pediatric_1_17y	Tcell	CD4+RTE	other	LOX	1577	0	0.0	6
pediatric_1_17y	Tcell	CD4+RTE	other	LOXL1	1577	4	0.0025364616360177552	6
pediatric_1_17y	Tcell	CD4+RTE	other	LOXL2	1577	3	0.0019023462270133164	6
pediatric_1_17y	Tcell	CD4+RTE	other	LOXL3	1577	3	0.0019023462270133164	6
pediatric_1_17y	Tcell	CD4+RTE	other	LOXL4	1577	1	0.0006341154090044388	6
pediatric_1_17y	Tcell	CD4+TCM	other	LOX	2646	0	0.0	6
pediatric_1_17y	Tcell	CD4+TCM	other	LOXL1	2646	5	0.001889644746787604	6
pediatric_1_17y	Tcell	CD4+TCM	other	LOXL2	2646	8	0.0030234315948601664	6
pediatric_1_17y	Tcell	CD4+TCM	other	LOXL3	2646	1	0.0003779289493575208	6
pediatric_1_17y	Tcell	CD4+TCM	other	LOXL4	2646	0	0.0	6
pediatric_1_17y	Tcell	CD4+TEFF	other	LOX	1387	1	0.0007209805335255948	6
pediatric_1_17y	Tcell	CD4+TEFF	other	LOXL1	1387	68	0.049026676279740444	6
pediatric_1_17y	Tcell	CD4+TEFF	other	LOXL2	1387	6	0.004325883201153569	6
pediatric_1_17y	Tcell	CD4+TEFF	other	LOXL3	1387	5	0.003604902667627974	6
pediatric_1_17y	Tcell	CD4+TEFF	other	LOXL4	1387	0	0.0	6
pediatric_1_17y	Tcell	CD4+TEM	other	LOX	585	0	0.0	6
pediatric_1_17y	Tcell	CD4+TEM	other	LOXL1	585	21	0.035897435897435895	6
pediatric_1_17y	Tcell	CD4+TEM	other	LOXL2	585	2	0.003418803418803419	6
pediatric_1_17y	Tcell	CD4+TEM	other	LOXL3	585	0	0.0	6
pediatric_1_17y	Tcell	CD4+TEM	other	LOXL4	585	0	0.0	6
pediatric_1_17y	Tcell	CD4+TN	other	LOX	9738	0	0.0	6
pediatric_1_17y	Tcell	CD4+TN	other	LOXL1	9738	25	0.0025672622715136578	6
pediatric_1_17y	Tcell	CD4+TN	other	LOXL2	9738	17	0.0017457383446292873	6
pediatric_1_17y	Tcell	CD4+TN	other	LOXL3	9738	8	0.0008215239268843705	6
pediatric_1_17y	Tcell	CD4+TN	other	LOXL4	9738	0	0.0	6
pediatric_1_17y	Tcell	CD8+RTE	other	LOX	629	0	0.0	6
pediatric_1_17y	Tcell	CD8+RTE	other	LOXL1	629	3	0.0047694753577106515	6
pediatric_1_17y	Tcell	CD8+RTE	other	LOXL2	629	0	0.0	6
pediatric_1_17y	Tcell	CD8+RTE	other	LOXL3	629	0	0.0	6
pediatric_1_17y	Tcell	CD8+RTE	other	LOXL4	629	0	0.0	6
pediatric_1_17y	Tcell	CD8+TCM	other	LOX	925	0	0.0	6
pediatric_1_17y	Tcell	CD8+TCM	other	LOXL1	925	2	0.002162162162162162	6
pediatric_1_17y	Tcell	CD8+TCM	other	LOXL2	925	1	0.001081081081081081	6
pediatric_1_17y	Tcell	CD8+TCM	other	LOXL3	925	0	0.0	6
pediatric_1_17y	Tcell	CD8+TCM	other	LOXL4	925	0	0.0	6
pediatric_1_17y	Tcell	CD8+TEM-B	other	LOX	3583	0	0.0	6
pediatric_1_17y	Tcell	CD8+TEM-B	other	LOXL1	3583	7	0.0019536701088473346	6
pediatric_1_17y	Tcell	CD8+TEM-B	other	LOXL2	3583	8	0.0022327658386826683	6
pediatric_1_17y	Tcell	CD8+TEM-B	other	LOXL3	3583	8	0.0022327658386826683	6
pediatric_1_17y	Tcell	CD8+TEM-B	other	LOXL4	3583	0	0.0	6
pediatric_1_17y	Tcell	CD8+TEM-K	other	LOX	1552	0	0.0	6
pediatric_1_17y	Tcell	CD8+TEM-K	other	LOXL1	1552	1	0.0006443298969072165	6
pediatric_1_17y	Tcell	CD8+TEM-K	other	LOXL2	1552	2	0.001288659793814433	6
pediatric_1_17y	Tcell	CD8+TEM-K	other	LOXL3	1552	4	0.002577319587628866	6
pediatric_1_17y	Tcell	CD8+TEM-K	other	LOXL4	1552	0	0.0	6
pediatric_1_17y	Tcell	CD8+TN	other	LOX	5064	1	0.00019747235387045813	6
pediatric_1_17y	Tcell	CD8+TN	other	LOXL1	5064	7	0.001382306477093207	6
pediatric_1_17y	Tcell	CD8+TN	other	LOXL2	5064	11	0.0021721958925750395	6
pediatric_1_17y	Tcell	CD8+TN	other	LOXL3	5064	10	0.0019747235387045812	6
pediatric_1_17y	Tcell	CD8+TN	other	LOXL4	5064	2	0.00039494470774091627	6
pediatric_1_17y	Tcell	IFN_T	other	LOX	564	0	0.0	6
pediatric_1_17y	Tcell	IFN_T	other	LOXL1	564	2	0.0035460992907801418	6
pediatric_1_17y	Tcell	IFN_T	other	LOXL2	564	1	0.0017730496453900709	6
pediatric_1_17y	Tcell	IFN_T	other	LOXL3	564	1	0.0017730496453900709	6
pediatric_1_17y	Tcell	IFN_T	other	LOXL4	564	0	0.0	6
pediatric_1_17y	Tcell	MAIT	other	LOX	542	0	0.0	6
pediatric_1_17y	Tcell	MAIT	other	LOXL1	542	5	0.00922509225092251	6
pediatric_1_17y	Tcell	MAIT	other	LOXL2	542	0	0.0	6
pediatric_1_17y	Tcell	MAIT	other	LOXL3	542	0	0.0	6
pediatric_1_17y	Tcell	MAIT	other	LOXL4	542	0	0.0	6
pediatric_1_17y	Tcell	T_un	other	LOX	703	0	0.0	6
pediatric_1_17y	Tcell	T_un	other	LOXL1	703	2	0.002844950213371266	6
pediatric_1_17y	Tcell	T_un	other	LOXL2	703	0	0.0	6
pediatric_1_17y	Tcell	T_un	other	LOXL3	703	1	0.001422475106685633	6
pediatric_1_17y	Tcell	T_un	other	LOXL4	703	0	0.0	6
pediatric_1_17y	Tcell	Tex	other	LOX	410	0	0.0	6
